"entidad","nom_abr","cve_ent","municipio","cve_mun"
"Oaxaca","Oax.",20,"Santa María Alotepec","20_394"
"Oaxaca","Oax.",20,"Santa María Apazco","20_395"
"Oaxaca","Oax.",20,"Santa María la Asunción","20_396"
"Oaxaca","Oax.",20,"Heroica Ciudad de Tlaxiaco","20_397"
"Oaxaca","Oax.",20,"Ayoquezco de Aldama","20_398"
"Oaxaca","Oax.",20,"Santa María Atzompa","20_399"
"Oaxaca","Oax.",20,"Santa María Camotlán","20_400"
"Oaxaca","Oax.",20,"Santa María Colotepec","20_401"
"Oaxaca","Oax.",20,"Santa María Cortijo","20_402"
"Oaxaca","Oax.",20,"Santa María Coyotepec","20_403"
"Oaxaca","Oax.",20,"Santa María Chachoápam","20_404"
"Oaxaca","Oax.",20,"Villa de Chilapa de Díaz","20_405"
"Oaxaca","Oax.",20,"Santa María Chilchotla","20_406"
"Oaxaca","Oax.",20,"Santa María Chimalapa","20_407"
"Oaxaca","Oax.",20,"Santa María del Rosario","20_408"
"Oaxaca","Oax.",20,"Santa María del Tule","20_409"
"Oaxaca","Oax.",20,"Santa María Ecatepec","20_410"
"Oaxaca","Oax.",20,"Santa María Guelacé","20_411"
"Oaxaca","Oax.",20,"Santa María Guienagati","20_412"
"Oaxaca","Oax.",20,"Santa María Huatulco","20_413"
"Oaxaca","Oax.",20,"Santa María Huazolotitlán","20_414"
"Oaxaca","Oax.",20,"Santa María Ipalapa","20_415"
"Oaxaca","Oax.",20,"Santa María Ixcatlán","20_416"
"Oaxaca","Oax.",20,"Santa María Jacatepec","20_417"
"Oaxaca","Oax.",20,"Santa María Jalapa del Marqués","20_418"
"Oaxaca","Oax.",20,"Santa María Jaltianguis","20_419"
"Oaxaca","Oax.",20,"Santa María Lachixío","20_420"
"Oaxaca","Oax.",20,"Santa María Mixtequilla","20_421"
"Oaxaca","Oax.",20,"Santa María Nativitas","20_422"
"Oaxaca","Oax.",20,"Santa María Nduayaco","20_423"
"Oaxaca","Oax.",20,"Santa María Ozolotepec","20_424"
"Oaxaca","Oax.",20,"Santa María Pápalo","20_425"
"Oaxaca","Oax.",20,"Santa María Peñoles","20_426"
"Oaxaca","Oax.",20,"Santa María Petapa","20_427"
"Oaxaca","Oax.",20,"Santa María Quiegolani","20_428"
"Oaxaca","Oax.",20,"Santa María Sola","20_429"
"Oaxaca","Oax.",20,"Santa María Tataltepec","20_430"
"Oaxaca","Oax.",20,"Santa María Tecomavaca","20_431"
"Oaxaca","Oax.",20,"Santa María Temaxcalapa","20_432"
"Oaxaca","Oax.",20,"Santa María Temaxcaltepec","20_433"
"Oaxaca","Oax.",20,"Santa María Teopoxco","20_434"
"Oaxaca","Oax.",20,"Santa María Tepantlali","20_435"
"Oaxaca","Oax.",20,"Santa María Texcatitlán","20_436"
"Oaxaca","Oax.",20,"Santa María Tlahuitoltepec","20_437"
"Oaxaca","Oax.",20,"Santa María Tlalixtac","20_438"
"Oaxaca","Oax.",20,"Santa María Tonameca","20_439"
"Oaxaca","Oax.",20,"Santa María Totolapilla","20_440"
"Oaxaca","Oax.",20,"Santa María Xadani","20_441"
"Oaxaca","Oax.",20,"Santa María Yalina","20_442"
"Oaxaca","Oax.",20,"Santa María Yavesía","20_443"
"Oaxaca","Oax.",20,"Santa María Yolotepec","20_444"
"Oaxaca","Oax.",20,"Santa María Yosoyúa","20_445"
"Oaxaca","Oax.",20,"Santa María Yucuhiti","20_446"
"Oaxaca","Oax.",20,"Santa María Zacatepec","20_447"
"Oaxaca","Oax.",20,"Santa María Zaniza","20_448"
"Oaxaca","Oax.",20,"Santa María Zoquitlán","20_449"
"Oaxaca","Oax.",20,"Santiago Amoltepec","20_450"
"Oaxaca","Oax.",20,"Santiago Apoala","20_451"
"Oaxaca","Oax.",20,"Santiago Apóstol","20_452"
"Oaxaca","Oax.",20,"Santiago Astata","20_453"
"Oaxaca","Oax.",20,"Santiago Atitlán","20_454"
"Oaxaca","Oax.",20,"Santiago Ayuquililla","20_455"
"Oaxaca","Oax.",20,"Santiago Cacaloxtepec","20_456"
"Oaxaca","Oax.",20,"Santiago Camotlán","20_457"
"Oaxaca","Oax.",20,"Santiago Comaltepec","20_458"
"Oaxaca","Oax.",20,"Villa de Santiago Chazumba","20_459"
"Oaxaca","Oax.",20,"Santiago Choápam","20_460"
"Oaxaca","Oax.",20,"Santiago del Río","20_461"
"Oaxaca","Oax.",20,"Santiago Huajolotitlán","20_462"
"Oaxaca","Oax.",20,"Santiago Huauclilla","20_463"
"Oaxaca","Oax.",20,"Santiago Ihuitlán Plumas","20_464"
"Oaxaca","Oax.",20,"Santiago Ixcuintepec","20_465"
"Oaxaca","Oax.",20,"Santiago Ixtayutla","20_466"
"Oaxaca","Oax.",20,"Santiago Jamiltepec","20_467"
"Oaxaca","Oax.",20,"Santiago Jocotepec","20_468"
"Oaxaca","Oax.",20,"Santiago Juxtlahuaca","20_469"
"Oaxaca","Oax.",20,"Santiago Lachiguiri","20_470"
"Oaxaca","Oax.",20,"Santiago Lalopa","20_471"
"Oaxaca","Oax.",20,"Santiago Laollaga","20_472"
"Oaxaca","Oax.",20,"Santiago Laxopa","20_473"
"Oaxaca","Oax.",20,"Santiago Llano Grande","20_474"
"Oaxaca","Oax.",20,"Santiago Matatlán","20_475"
"Oaxaca","Oax.",20,"Santiago Miltepec","20_476"
"Oaxaca","Oax.",20,"Santiago Minas","20_477"
"Oaxaca","Oax.",20,"Santiago Nacaltepec","20_478"
"Oaxaca","Oax.",20,"Santiago Nejapilla","20_479"
"Oaxaca","Oax.",20,"Santiago Nundiche","20_480"
"Oaxaca","Oax.",20,"Santiago Nuyoó","20_481"
"Oaxaca","Oax.",20,"Santiago Pinotepa Nacional","20_482"
"Oaxaca","Oax.",20,"Santiago Suchilquitongo","20_483"
"Oaxaca","Oax.",20,"Santiago Tamazola","20_484"
"Oaxaca","Oax.",20,"Santiago Tapextla","20_485"
"Oaxaca","Oax.",20,"Villa Tejúpam de la Unión","20_486"
"Oaxaca","Oax.",20,"Santiago Tenango","20_487"
"Oaxaca","Oax.",20,"Santiago Tepetlapa","20_488"
"Oaxaca","Oax.",20,"Santiago Tetepec","20_489"
"Oaxaca","Oax.",20,"Santiago Texcalcingo","20_490"
"Oaxaca","Oax.",20,"Santiago Textitlán","20_491"
"Oaxaca","Oax.",20,"Santiago Tilantongo","20_492"
"Oaxaca","Oax.",20,"Santiago Tillo","20_493"
"Oaxaca","Oax.",20,"Santiago Tlazoyaltepec","20_494"
"Oaxaca","Oax.",20,"Santiago Xanica","20_495"
"Oaxaca","Oax.",20,"Santiago Xiacuí","20_496"
"Oaxaca","Oax.",20,"Santiago Yaitepec","20_497"
"Oaxaca","Oax.",20,"Santiago Yaveo","20_498"
"Oaxaca","Oax.",20,"Santiago Yolomécatl","20_499"
"Oaxaca","Oax.",20,"Santiago Yosondúa","20_500"
"Oaxaca","Oax.",20,"Santiago Yucuyachi","20_501"
"Oaxaca","Oax.",20,"Santiago Zacatepec","20_502"
"Oaxaca","Oax.",20,"Santiago Zoochila","20_503"
"Oaxaca","Oax.",20,"Nuevo Zoquiápam","20_504"
"Oaxaca","Oax.",20,"Santo Domingo Ingenio","20_505"
"Oaxaca","Oax.",20,"Santo Domingo Albarradas","20_506"
"Oaxaca","Oax.",20,"Santo Domingo Armenta","20_507"
"Oaxaca","Oax.",20,"Santo Domingo Chihuitán","20_508"
"Oaxaca","Oax.",20,"Santo Domingo de Morelos","20_509"
"Oaxaca","Oax.",20,"Santo Domingo Ixcatlán","20_510"
"Oaxaca","Oax.",20,"Santo Domingo Nuxaá","20_511"
"Oaxaca","Oax.",20,"Santo Domingo Ozolotepec","20_512"
"Oaxaca","Oax.",20,"Santo Domingo Petapa","20_513"
"Oaxaca","Oax.",20,"Santo Domingo Roayaga","20_514"
"Oaxaca","Oax.",20,"Santo Domingo Tehuantepec","20_515"
"Oaxaca","Oax.",20,"Santo Domingo Teojomulco","20_516"
"Oaxaca","Oax.",20,"Santo Domingo Tepuxtepec","20_517"
"Oaxaca","Oax.",20,"Santo Domingo Tlatayápam","20_518"
"Oaxaca","Oax.",20,"Santo Domingo Tomaltepec","20_519"
"Oaxaca","Oax.",20,"Santo Domingo Tonalá","20_520"
"Oaxaca","Oax.",20,"Santo Domingo Tonaltepec","20_521"
"Oaxaca","Oax.",20,"Santo Domingo Xagacía","20_522"
"Oaxaca","Oax.",20,"Santo Domingo Yanhuitlán","20_523"
"Oaxaca","Oax.",20,"Santo Domingo Yodohino","20_524"
"Oaxaca","Oax.",20,"Santo Domingo Zanatepec","20_525"
"Oaxaca","Oax.",20,"Santos Reyes Nopala","20_526"
"Oaxaca","Oax.",20,"Santos Reyes Pápalo","20_527"
"Oaxaca","Oax.",20,"Santos Reyes Tepejillo","20_528"
"Oaxaca","Oax.",20,"Santos Reyes Yucuná","20_529"
"Oaxaca","Oax.",20,"Santo Tomás Jalieza","20_530"
"Oaxaca","Oax.",20,"Santo Tomás Mazaltepec","20_531"
"Oaxaca","Oax.",20,"Santo Tomás Ocotepec","20_532"
"Oaxaca","Oax.",20,"Santo Tomás Tamazulapan","20_533"
"Oaxaca","Oax.",20,"San Vicente Coatlán","20_534"
"Oaxaca","Oax.",20,"San Vicente Lachixío","20_535"
"Oaxaca","Oax.",20,"San Vicente Nuñú","20_536"
"Oaxaca","Oax.",20,"Silacayoápam","20_537"
"Oaxaca","Oax.",20,"Sitio de Xitlapehua","20_538"
"Oaxaca","Oax.",20,"Soledad Etla","20_539"
"Oaxaca","Oax.",20,"Villa de Tamazulápam del Progreso","20_540"
"Oaxaca","Oax.",20,"Tanetze de Zaragoza","20_541"
"Oaxaca","Oax.",20,"Taniche","20_542"
"Oaxaca","Oax.",20,"Tataltepec de Valdés","20_543"
"Oaxaca","Oax.",20,"Teococuilco de Marcos Pérez","20_544"
"Oaxaca","Oax.",20,"Teotitlán de Flores Magón","20_545"
"Oaxaca","Oax.",20,"Teotitlán del Valle","20_546"
"Oaxaca","Oax.",20,"Teotongo","20_547"
"Oaxaca","Oax.",20,"Tepelmeme Villa de Morelos","20_548"
"Oaxaca","Oax.",20,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca","20_549"
"Oaxaca","Oax.",20,"San Jerónimo Tlacochahuaya","20_550"
"Oaxaca","Oax.",20,"Tlacolula de Matamoros","20_551"
"Oaxaca","Oax.",20,"Tlacotepec Plumas","20_552"
"Oaxaca","Oax.",20,"Tlalixtac de Cabrera","20_553"
"Oaxaca","Oax.",20,"Totontepec Villa de Morelos","20_554"
"Oaxaca","Oax.",20,"Trinidad Zaachila","20_555"
"Oaxaca","Oax.",20,"La Trinidad Vista Hermosa","20_556"
"Oaxaca","Oax.",20,"Unión Hidalgo","20_557"
"Oaxaca","Oax.",20,"Valerio Trujano","20_558"
"Oaxaca","Oax.",20,"San Juan Bautista Valle Nacional","20_559"
"Oaxaca","Oax.",20,"Villa Díaz Ordaz","20_560"
"Oaxaca","Oax.",20,"Yaxe","20_561"
"Oaxaca","Oax.",20,"Magdalena Yodocono de Porfirio Díaz","20_562"
"Oaxaca","Oax.",20,"Yogana","20_563"
"Oaxaca","Oax.",20,"Yutanduchi de Guerrero","20_564"
"Oaxaca","Oax.",20,"Villa de Zaachila","20_565"
"Oaxaca","Oax.",20,"San Mateo Yucutindoo","20_566"
"Oaxaca","Oax.",20,"Zapotitlán Lagunas","20_567"
"Oaxaca","Oax.",20,"Zapotitlán Palmas","20_568"
"Oaxaca","Oax.",20,"Santa Inés de Zaragoza","20_569"
"Oaxaca","Oax.",20,"Zimatlán de Álvarez","20_570"
"Puebla","Pue.",21,"Acajete","21_1"
"Puebla","Pue.",21,"Acateno","21_2"
"Puebla","Pue.",21,"Acatlán","21_3"
"Puebla","Pue.",21,"Acatzingo","21_4"
"Puebla","Pue.",21,"Acteopan","21_5"
"Puebla","Pue.",21,"Ahuacatlán","21_6"
"Puebla","Pue.",21,"Ahuatlán","21_7"
"Puebla","Pue.",21,"Ahuazotepec","21_8"
"Puebla","Pue.",21,"Ahuehuetitla","21_9"
"Puebla","Pue.",21,"Ajalpan","21_10"
"Puebla","Pue.",21,"Albino Zertuche","21_11"
"Puebla","Pue.",21,"Aljojuca","21_12"
"Puebla","Pue.",21,"Altepexi","21_13"
"Puebla","Pue.",21,"Amixtlán","21_14"
"Puebla","Pue.",21,"Amozoc","21_15"
"Puebla","Pue.",21,"Aquixtla","21_16"
"Puebla","Pue.",21,"Atempan","21_17"
"Puebla","Pue.",21,"Atexcal","21_18"
"Puebla","Pue.",21,"Atlixco","21_19"
"Puebla","Pue.",21,"Atoyatempan","21_20"
"Puebla","Pue.",21,"Atzala","21_21"
"Puebla","Pue.",21,"Atzitzihuacán","21_22"
"Puebla","Pue.",21,"Atzitzintla","21_23"
"Puebla","Pue.",21,"Axutla","21_24"
"Puebla","Pue.",21,"Ayotoxco de Guerrero","21_25"
"Puebla","Pue.",21,"Calpan","21_26"
"Puebla","Pue.",21,"Caltepec","21_27"
"Puebla","Pue.",21,"Camocuautla","21_28"
"Puebla","Pue.",21,"Caxhuacan","21_29"
"Puebla","Pue.",21,"Coatepec","21_30"
"Puebla","Pue.",21,"Coatzingo","21_31"
"Puebla","Pue.",21,"Cohetzala","21_32"
"Puebla","Pue.",21,"Cohuecan","21_33"
"Puebla","Pue.",21,"Coronango","21_34"
"Puebla","Pue.",21,"Coxcatlán","21_35"
"Puebla","Pue.",21,"Coyomeapan","21_36"
"Puebla","Pue.",21,"Coyotepec","21_37"
"Puebla","Pue.",21,"Cuapiaxtla de Madero","21_38"
"Puebla","Pue.",21,"Cuautempan","21_39"
"Puebla","Pue.",21,"Cuautinchán","21_40"
"Puebla","Pue.",21,"Cuautlancingo","21_41"
"Puebla","Pue.",21,"Cuayuca de Andrade","21_42"
"Puebla","Pue.",21,"Cuetzalan del Progreso","21_43"
"Puebla","Pue.",21,"Cuyoaco","21_44"
"Puebla","Pue.",21,"Chalchicomula de Sesma","21_45"
"Puebla","Pue.",21,"Chapulco","21_46"
"Puebla","Pue.",21,"Chiautla","21_47"
"Puebla","Pue.",21,"Chiautzingo","21_48"
"Puebla","Pue.",21,"Chiconcuautla","21_49"
"Puebla","Pue.",21,"Chichiquila","21_50"
"Puebla","Pue.",21,"Chietla","21_51"
"Puebla","Pue.",21,"Chigmecatitlán","21_52"
"Puebla","Pue.",21,"Chignahuapan","21_53"
"Puebla","Pue.",21,"Chignautla","21_54"
"Puebla","Pue.",21,"Chila","21_55"
"Puebla","Pue.",21,"Chila de la Sal","21_56"
"Puebla","Pue.",21,"Honey","21_57"
"Puebla","Pue.",21,"Chilchotla","21_58"
"Puebla","Pue.",21,"Chinantla","21_59"
"Puebla","Pue.",21,"Domingo Arenas","21_60"
"Puebla","Pue.",21,"Eloxochitlán","21_61"
"Puebla","Pue.",21,"Epatlán","21_62"
"Puebla","Pue.",21,"Esperanza","21_63"
"Puebla","Pue.",21,"Francisco Z. Mena","21_64"
"Puebla","Pue.",21,"General Felipe Ángeles","21_65"
"Puebla","Pue.",21,"Guadalupe","21_66"
"Puebla","Pue.",21,"Guadalupe Victoria","21_67"
"Puebla","Pue.",21,"Hermenegildo Galeana","21_68"
"Puebla","Pue.",21,"Huaquechula","21_69"
"Puebla","Pue.",21,"Huatlatlauca","21_70"
"Puebla","Pue.",21,"Huauchinango","21_71"
"Puebla","Pue.",21,"Huehuetla","21_72"
"Puebla","Pue.",21,"Huehuetlán el Chico","21_73"
"Puebla","Pue.",21,"Huejotzingo","21_74"
"Puebla","Pue.",21,"Hueyapan","21_75"
"Puebla","Pue.",21,"Hueytamalco","21_76"
"Puebla","Pue.",21,"Hueytlalpan","21_77"
"Puebla","Pue.",21,"Huitzilan de Serdán","21_78"
"Puebla","Pue.",21,"Huitziltepec","21_79"
"Puebla","Pue.",21,"Atlequizayan","21_80"
"Puebla","Pue.",21,"Ixcamilpa de Guerrero","21_81"
"Puebla","Pue.",21,"Ixcaquixtla","21_82"
"Puebla","Pue.",21,"Ixtacamaxtitlán","21_83"
"Puebla","Pue.",21,"Ixtepec","21_84"
"Puebla","Pue.",21,"Izúcar de Matamoros","21_85"
"Puebla","Pue.",21,"Jalpan","21_86"
"Puebla","Pue.",21,"Jolalpan","21_87"
"Puebla","Pue.",21,"Jonotla","21_88"
"Puebla","Pue.",21,"Jopala","21_89"
"Puebla","Pue.",21,"Juan C. Bonilla","21_90"
"Puebla","Pue.",21,"Juan Galindo","21_91"
"Puebla","Pue.",21,"Juan N. Méndez","21_92"
"Puebla","Pue.",21,"Lafragua","21_93"
"Puebla","Pue.",21,"Libres","21_94"
"Puebla","Pue.",21,"La Magdalena Tlatlauquitepec","21_95"
"Puebla","Pue.",21,"Mazapiltepec de Juárez","21_96"
"Puebla","Pue.",21,"Mixtla","21_97"
"Puebla","Pue.",21,"Molcaxac","21_98"
"Puebla","Pue.",21,"Cañada Morelos","21_99"
"Puebla","Pue.",21,"Naupan","21_100"
"Puebla","Pue.",21,"Nauzontla","21_101"
"Puebla","Pue.",21,"Nealtican","21_102"
"Puebla","Pue.",21,"Nicolás Bravo","21_103"
"Puebla","Pue.",21,"Nopalucan","21_104"
"Puebla","Pue.",21,"Ocotepec","21_105"
"Puebla","Pue.",21,"Ocoyucan","21_106"
"Puebla","Pue.",21,"Olintla","21_107"
"Puebla","Pue.",21,"Oriental","21_108"
"Puebla","Pue.",21,"Pahuatlán","21_109"
"Puebla","Pue.",21,"Palmar de Bravo","21_110"
"Puebla","Pue.",21,"Pantepec","21_111"
"Puebla","Pue.",21,"Petlalcingo","21_112"
"Puebla","Pue.",21,"Piaxtla","21_113"
"Puebla","Pue.",21,"Puebla","21_114"
"Puebla","Pue.",21,"Quecholac","21_115"
"Puebla","Pue.",21,"Quimixtlán","21_116"
"Puebla","Pue.",21,"Rafael Lara Grajales","21_117"
"Puebla","Pue.",21,"Los Reyes de Juárez","21_118"
"Puebla","Pue.",21,"San Andrés Cholula","21_119"
"Puebla","Pue.",21,"San Antonio Cañada","21_120"
"Puebla","Pue.",21,"San Diego la Mesa Tochimiltzingo","21_121"
"Puebla","Pue.",21,"San Felipe Teotlalcingo","21_122"
"Puebla","Pue.",21,"San Felipe Tepatlán","21_123"
"Puebla","Pue.",21,"San Gabriel Chilac","21_124"
"Puebla","Pue.",21,"San Gregorio Atzompa","21_125"
"Puebla","Pue.",21,"San Jerónimo Tecuanipan","21_126"
"Puebla","Pue.",21,"San Jerónimo Xayacatlán","21_127"
"Puebla","Pue.",21,"San José Chiapa","21_128"
"Puebla","Pue.",21,"San José Miahuatlán","21_129"
"Puebla","Pue.",21,"San Juan Atenco","21_130"
"Puebla","Pue.",21,"San Juan Atzompa","21_131"
"Puebla","Pue.",21,"San Martín Texmelucan","21_132"
"Puebla","Pue.",21,"San Martín Totoltepec","21_133"
"Puebla","Pue.",21,"San Matías Tlalancaleca","21_134"
"Puebla","Pue.",21,"San Miguel Ixitlán","21_135"
"Puebla","Pue.",21,"San Miguel Xoxtla","21_136"
"Puebla","Pue.",21,"San Nicolás Buenos Aires","21_137"
"Puebla","Pue.",21,"San Nicolás de los Ranchos","21_138"
"Puebla","Pue.",21,"San Pablo Anicano","21_139"
"Puebla","Pue.",21,"San Pedro Cholula","21_140"
"Puebla","Pue.",21,"San Pedro Yeloixtlahuaca","21_141"
"Puebla","Pue.",21,"San Salvador el Seco","21_142"
"Puebla","Pue.",21,"San Salvador el Verde","21_143"
"Puebla","Pue.",21,"San Salvador Huixcolotla","21_144"
"Puebla","Pue.",21,"San Sebastián Tlacotepec","21_145"
"Puebla","Pue.",21,"Santa Catarina Tlaltempan","21_146"
"Puebla","Pue.",21,"Santa Inés Ahuatempan","21_147"
"Puebla","Pue.",21,"Santa Isabel Cholula","21_148"
"Puebla","Pue.",21,"Santiago Miahuatlán","21_149"
"Puebla","Pue.",21,"Huehuetlán el Grande","21_150"
"Puebla","Pue.",21,"Santo Tomás Hueyotlipan","21_151"
"Puebla","Pue.",21,"Soltepec","21_152"
"Puebla","Pue.",21,"Tecali de Herrera","21_153"
"Puebla","Pue.",21,"Tecamachalco","21_154"
"Puebla","Pue.",21,"Tecomatlán","21_155"
"Puebla","Pue.",21,"Tehuacán","21_156"
"Puebla","Pue.",21,"Tehuitzingo","21_157"
"Puebla","Pue.",21,"Tenampulco","21_158"
"Puebla","Pue.",21,"Teopantlán","21_159"
"Puebla","Pue.",21,"Teotlalco","21_160"
"Puebla","Pue.",21,"Tepanco de López","21_161"
"Puebla","Pue.",21,"Tepango de Rodríguez","21_162"
"Puebla","Pue.",21,"Tepatlaxco de Hidalgo","21_163"
"Puebla","Pue.",21,"Tepeaca","21_164"
"Puebla","Pue.",21,"Tepemaxalco","21_165"
"Puebla","Pue.",21,"Tepeojuma","21_166"
"Puebla","Pue.",21,"Tepetzintla","21_167"
"Puebla","Pue.",21,"Tepexco","21_168"
"Puebla","Pue.",21,"Tepexi de Rodríguez","21_169"
"Puebla","Pue.",21,"Tepeyahualco","21_170"
"Puebla","Pue.",21,"Tepeyahualco de Cuauhtémoc","21_171"
"Puebla","Pue.",21,"Tetela de Ocampo","21_172"
"Puebla","Pue.",21,"Teteles de Avila Castillo","21_173"
"Puebla","Pue.",21,"Teziutlán","21_174"
"Puebla","Pue.",21,"Tianguismanalco","21_175"
"Puebla","Pue.",21,"Tilapa","21_176"
"Puebla","Pue.",21,"Tlacotepec de Benito Juárez","21_177"
"Puebla","Pue.",21,"Tlacuilotepec","21_178"
"Puebla","Pue.",21,"Tlachichuca","21_179"
"Puebla","Pue.",21,"Tlahuapan","21_180"
"Puebla","Pue.",21,"Tlaltenango","21_181"
"Puebla","Pue.",21,"Tlanepantla","21_182"
"Puebla","Pue.",21,"Tlaola","21_183"
"Puebla","Pue.",21,"Tlapacoya","21_184"
"Puebla","Pue.",21,"Tlapanalá","21_185"
"Puebla","Pue.",21,"Tlatlauquitepec","21_186"
"Puebla","Pue.",21,"Tlaxco","21_187"
"Puebla","Pue.",21,"Tochimilco","21_188"
"Puebla","Pue.",21,"Tochtepec","21_189"
"Puebla","Pue.",21,"Totoltepec de Guerrero","21_190"
"Puebla","Pue.",21,"Tulcingo","21_191"
"Puebla","Pue.",21,"Tuzamapan de Galeana","21_192"
"Puebla","Pue.",21,"Tzicatlacoyan","21_193"
"Puebla","Pue.",21,"Venustiano Carranza","21_194"
"Puebla","Pue.",21,"Vicente Guerrero","21_195"
"Puebla","Pue.",21,"Xayacatlán de Bravo","21_196"
"Puebla","Pue.",21,"Xicotepec","21_197"
"Puebla","Pue.",21,"Xicotlán","21_198"
"Puebla","Pue.",21,"Xiutetelco","21_199"
"Puebla","Pue.",21,"Xochiapulco","21_200"
"Puebla","Pue.",21,"Xochiltepec","21_201"
"Puebla","Pue.",21,"Xochitlán de Vicente Suárez","21_202"
"Puebla","Pue.",21,"Xochitlán Todos Santos","21_203"
"Puebla","Pue.",21,"Yaonáhuac","21_204"
"Puebla","Pue.",21,"Yehualtepec","21_205"
"Puebla","Pue.",21,"Zacapala","21_206"
"Puebla","Pue.",21,"Zacapoaxtla","21_207"
"Puebla","Pue.",21,"Zacatlán","21_208"
"Puebla","Pue.",21,"Zapotitlán","21_209"
"Puebla","Pue.",21,"Zapotitlán de Méndez","21_210"
"Puebla","Pue.",21,"Zaragoza","21_211"
"Puebla","Pue.",21,"Zautla","21_212"
"Puebla","Pue.",21,"Zihuateutla","21_213"
"Puebla","Pue.",21,"Zinacatepec","21_214"
"Puebla","Pue.",21,"Zongozotla","21_215"
"Puebla","Pue.",21,"Zoquiapan","21_216"
"Puebla","Pue.",21,"Zoquitlán","21_217"
"Querétaro","Qro.",22,"Amealco de Bonfil","22_1"
"Querétaro","Qro.",22,"Pinal de Amoles","22_2"
"Querétaro","Qro.",22,"Arroyo Seco","22_3"
"Querétaro","Qro.",22,"Cadereyta de Montes","22_4"
"Querétaro","Qro.",22,"Colón","22_5"
"Querétaro","Qro.",22,"Corregidora","22_6"
"Querétaro","Qro.",22,"Ezequiel Montes","22_7"
"Querétaro","Qro.",22,"Huimilpan","22_8"
"Querétaro","Qro.",22,"Jalpan de Serra","22_9"
"Querétaro","Qro.",22,"Landa de Matamoros","22_10"
"Querétaro","Qro.",22,"El Marqués","22_11"
"Querétaro","Qro.",22,"Pedro Escobedo","22_12"
"Querétaro","Qro.",22,"Peñamiller","22_13"
"Querétaro","Qro.",22,"Querétaro","22_14"
"Querétaro","Qro.",22,"San Joaquín","22_15"
"Querétaro","Qro.",22,"San Juan del Río","22_16"
"Querétaro","Qro.",22,"Tequisquiapan","22_17"
"Querétaro","Qro.",22,"Tolimán","22_18"
"Quintana Roo","Q. Roo",23,"Cozumel","23_1"
"Quintana Roo","Q. Roo",23,"Felipe Carrillo Puerto","23_2"
"Quintana Roo","Q. Roo",23,"Isla Mujeres","23_3"
"Quintana Roo","Q. Roo",23,"Othón P. Blanco","23_4"
"Quintana Roo","Q. Roo",23,"Benito Juárez","23_5"
"Quintana Roo","Q. Roo",23,"José María Morelos","23_6"
"Quintana Roo","Q. Roo",23,"Lázaro Cárdenas","23_7"
"Quintana Roo","Q. Roo",23,"Solidaridad","23_8"
"Quintana Roo","Q. Roo",23,"Tulum","23_9"
"Quintana Roo","Q. Roo",23,"Bacalar","23_10"
"Quintana Roo","Q. Roo",23,"Puerto Morelos","23_11"
"San Luis Potosí","SLP",24,"Ahualulco","24_1"
"San Luis Potosí","SLP",24,"Alaquines","24_2"
"San Luis Potosí","SLP",24,"Aquismón","24_3"
"San Luis Potosí","SLP",24,"Armadillo de los Infante","24_4"
"San Luis Potosí","SLP",24,"Cárdenas","24_5"
"San Luis Potosí","SLP",24,"Catorce","24_6"
"San Luis Potosí","SLP",24,"Cedral","24_7"
"San Luis Potosí","SLP",24,"Cerritos","24_8"
"San Luis Potosí","SLP",24,"Cerro de San Pedro","24_9"
"San Luis Potosí","SLP",24,"Ciudad del Maíz","24_10"
"San Luis Potosí","SLP",24,"Ciudad Fernández","24_11"
"San Luis Potosí","SLP",24,"Tancanhuitz","24_12"
"San Luis Potosí","SLP",24,"Ciudad Valles","24_13"
"San Luis Potosí","SLP",24,"Coxcatlán","24_14"
"San Luis Potosí","SLP",24,"Charcas","24_15"
"San Luis Potosí","SLP",24,"Ebano","24_16"
"San Luis Potosí","SLP",24,"Guadalcázar","24_17"
"San Luis Potosí","SLP",24,"Huehuetlán","24_18"
"San Luis Potosí","SLP",24,"Lagunillas","24_19"
"San Luis Potosí","SLP",24,"Matehuala","24_20"
"San Luis Potosí","SLP",24,"Mexquitic de Carmona","24_21"
"San Luis Potosí","SLP",24,"Moctezuma","24_22"
"San Luis Potosí","SLP",24,"Rayón","24_23"
"San Luis Potosí","SLP",24,"Rioverde","24_24"
"San Luis Potosí","SLP",24,"Salinas","24_25"
"San Luis Potosí","SLP",24,"San Antonio","24_26"
"San Luis Potosí","SLP",24,"San Ciro de Acosta","24_27"
"San Luis Potosí","SLP",24,"San Luis Potosí","24_28"
"San Luis Potosí","SLP",24,"San Martín Chalchicuautla","24_29"
"San Luis Potosí","SLP",24,"San Nicolás Tolentino","24_30"
"San Luis Potosí","SLP",24,"Santa Catarina","24_31"
"San Luis Potosí","SLP",24,"Santa María del Río","24_32"
"San Luis Potosí","SLP",24,"Santo Domingo","24_33"
"San Luis Potosí","SLP",24,"San Vicente Tancuayalab","24_34"
"San Luis Potosí","SLP",24,"Soledad de Graciano Sánchez","24_35"
"San Luis Potosí","SLP",24,"Tamasopo","24_36"
"San Luis Potosí","SLP",24,"Tamazunchale","24_37"
"San Luis Potosí","SLP",24,"Tampacán","24_38"
"San Luis Potosí","SLP",24,"Tampamolón Corona","24_39"
